age,gender,income,experience_years,monthly_spending,credit_score,has_credit_card,loan_amount,defaulted,city_Unknown,city_faisalabad,city_islamabad,city_karachi,city_rawalpindi,education_Intermediate,education_Master,education_Matric,education_PhD,education_Unknown,signup_year,signup_month,signup_day,signup_dayofweek,employment_type_Government,employment_type_Private,employment_type_Student,employment_type_Unemployed
22.0,0,46204.38,1,34798.72,721.0,1,193077.86,1,0,0,0,1,0,0,0,0,0,0,2025,2,26,2,1,0,0,0
34.0,1,129080.18,11,17627.65,595.0,1,219451.37,0,0,0,1,0,0,0,0,1,0,0,2025,2,27,3,0,0,0,1
72.0,1,85476.32999999999,26,45824.84,618.0,0,252148.84,0,0,0,0,0,1,0,0,0,0,0,2025,2,28,4,0,1,0,0
63.0,0,101709.11,22,55704.58,631.0,1,191188.8,0,0,0,0,1,0,1,0,0,0,0,2025,1,3,4,1,0,0,0
64.0,0,62434.69,1,26782.49,336.0,1,46956.01,1,0,1,0,0,0,0,1,0,0,0,2025,2,3,0,1,0,0,0
74.0,1,154133.16,17,38693.68,321.0,1,143696.43,0,0,1,0,0,0,0,0,0,1,0,2025,3,3,0,0,0,0,0
51.0,1,52512.68,31,26571.78,351.0,0,204748.26,1,0,0,1,0,0,0,0,0,1,0,2025,4,3,3,0,0,0,0
74.0,0,62168.16,24,34849.1,717.0,0,103872.33,0,0,0,1,0,0,0,0,0,0,0,2025,5,3,5,1,0,0,0
69.0,0,103496.56,15,43248.59,306.0,0,361580.6,0,0,0,0,1,0,0,1,0,0,0,2025,6,3,1,0,0,0,1
46.0,0,131131.21,27,18180.24,523.0,1,334074.67,0,0,1,0,0,0,1,0,0,0,0,2025,7,3,3,0,0,1,0
67.0,1,17299.12,12,31499.4,668.0,1,447805.43,0,0,0,0,0,1,1,0,0,0,0,2025,8,3,6,0,1,0,0
32.0,1,98685.93,32,40006.33,498.0,0,527201.42,0,0,0,1,0,0,1,0,0,0,0,2025,9,3,2,0,0,0,1
38.0,1,60841.6,18,20480.01,557.0,0,247704.90777003483,0,0,0,0,1,0,0,0,0,0,0,2025,10,3,4,1,0,0,0
73.0,1,47408.91,14,34507.96,574.3770154373927,1,110453.56,0,0,0,0,0,1,0,0,0,1,0,2025,11,3,0,1,0,0,0
64.0,1,96835.8,17,51728.59,785.0,1,41008.62,0,0,1,0,0,0,0,1,0,0,0,2025,12,3,2,1,0,0,0
54.0,0,70508.02,11,62770.15,502.0,1,429567.59,1,0,0,1,0,0,0,0,0,1,0,2025,3,13,3,0,0,0,0
29.0,0,89323.09,12,42134.65,545.0,1,207271.5,0,0,0,0,0,1,0,0,0,0,0,2025,3,14,4,0,0,0,0
26.0,0,17345.32,25,30100.41,667.0,1,227916.07,0,0,0,0,0,0,0,1,0,0,0,2025,3,15,5,0,0,0,0
74.0,0,97978.7,14,26402.85,370.0,0,370334.55,0,0,0,0,0,1,1,0,0,0,0,2025,3,16,6,0,1,0,0
63.0,1,120453.45,34,9324.19,560.0,1,183652.12,0,0,0,0,0,0,1,0,0,0,0,2025,3,17,0,0,1,0,0
36.0,0,45123.69,29,39841.21,391.0,0,53075.94,0,0,0,0,0,1,0,0,1,0,0,2025,3,18,1,0,1,0,0
25.0,0,54862.83,7,65493.9,525.0,1,170188.29,1,0,0,0,0,0,0,1,0,0,0,2025,3,19,2,0,0,0,1
33.0,1,105657.39,18,43251.86,425.0,1,2929.62,1,0,0,0,0,0,0,0,0,0,0,2025,3,20,3,1,0,0,0
23.0,1,124780.52,9,53218.15,515.0,1,235723.99,0,0,0,0,1,0,1,0,0,0,0,2025,3,21,4,1,0,0,0
28.0,0,102811.52,21,31392.36,574.3770154373927,1,90577.1,0,0,1,0,0,0,0,0,0,0,0,2025,3,22,5,0,1,0,0
40.0,0,124822.63,34,37825.15,842.0,1,339080.88,0,0,0,0,1,0,0,0,0,0,0,2025,3,23,6,0,1,0,0
49.0,0,11134.52,28,26276.67,686.0,1,376830.87,1,0,0,0,1,0,0,0,0,1,0,2025,3,24,0,0,1,0,0
67.0,1,85476.32999999999,4,80468.22,734.0,1,183369.01,0,0,0,0,0,0,0,1,0,0,0,2025,3,25,1,0,0,0,1
69.0,0,85476.32999999999,34,27089.53,610.0,1,132200.42,0,0,0,0,0,1,0,1,0,0,0,2025,3,26,2,0,0,0,0
33.0,0,95862.09,30,60344.44,463.0,0,247704.90777003483,0,0,1,0,0,0,0,0,1,0,0,2025,3,27,3,0,0,0,1
49.0,1,77534.28,9,24510.55,428.0,0,122971.04,0,0,0,0,0,1,0,1,0,0,0,2025,3,28,4,0,0,1,0
59.0,1,55598.18,24,24138.25,611.0,1,284215.8,0,0,1,0,0,0,0,0,1,0,0,2025,3,29,5,1,0,0,0
20.0,0,79764.14,16,2890.1,527.0,1,329533.29,1,0,0,0,0,0,0,0,0,0,1,2025,3,30,6,0,1,0,0
43.0,1,41486.87,32,21103.66,452.0,0,398226.86,1,0,1,0,0,0,1,0,0,0,0,2025,3,31,0,0,0,0,1
21.0,0,61809.3,12,33718.24,766.0,1,139219.91,0,0,1,0,0,0,0,0,0,1,0,2025,1,4,5,0,0,0,0
29.0,0,27131.9,2,47469.11,354.0,1,303042.61,0,0,0,0,0,0,0,0,0,1,0,2025,2,4,1,0,0,1,0
47.0,1,36911.07,29,50518.81,459.0,1,321963.62,0,0,1,0,0,0,0,0,0,1,0,2025,3,4,1,0,0,1,0
21.0,1,84804.29,23,11445.35,673.0,1,142528.86,0,0,0,0,1,0,0,0,0,1,0,2025,4,4,4,1,0,0,0
68.0,0,113479.86,20,48986.82,426.0,1,128974.18,1,0,0,1,0,0,1,0,0,0,0,2025,5,4,6,1,0,0,0
64.0,1,64548.91,9,28310.68,621.0,1,374162.75,1,0,0,0,0,1,0,1,0,0,0,2025,6,4,2,0,0,0,1
51.0,0,73215.46,0,34798.72,810.0,1,140315.06,1,0,0,0,0,0,0,0,1,0,0,2025,7,4,4,0,0,1,0
35.0,1,137370.97,21,34281.07,839.0,1,208694.87,0,0,1,0,0,0,0,0,0,0,1,2025,8,4,0,0,0,0,1
46.22862068965517,0,34212.34,24,36733.7,827.0,0,385615.82,0,0,0,0,1,0,0,0,1,0,0,2025,9,4,3,1,0,0,0
54.0,1,52409.04,11,37578.25,490.0,1,127590.18,1,0,0,0,0,1,0,1,0,0,0,2025,10,4,5,1,0,0,0
65.0,0,85554.6,19,34798.72,738.0,0,167076.57,0,0,1,0,0,0,0,0,1,0,0,2025,11,4,1,0,1,0,0
69.0,0,75262.65,10,56064.17,471.0,0,247704.90777003483,1,0,0,0,0,1,0,1,0,0,0,2025,12,4,3,1,0,0,0
25.0,0,96278.29,28,25477.3,416.0,1,174301.0,0,0,0,0,1,0,0,0,0,1,0,2025,4,13,6,0,0,0,1
19.0,0,73100.66,1,11123.14,756.0,1,309784.89,1,0,0,0,0,1,0,0,1,0,0,2025,4,14,0,0,0,1,0
42.0,1,127400.83,24,47259.07,844.0,1,405989.01,0,0,0,0,0,1,0,0,0,0,0,2025,4,15,1,0,0,0,1
24.0,1,88485.15,31,31503.59,479.0,0,355475.07,1,0,0,1,0,0,0,0,0,0,0,2025,4,16,2,0,0,0,1
18.0,1,119059.12,6,10321.11,307.0,1,272838.42,0,0,0,0,0,0,0,0,0,1,0,2025,4,17,3,0,0,0,1
39.0,1,83828.64,0,34798.72,681.0,1,131495.34,0,0,1,0,0,0,0,0,0,1,0,2025,4,18,4,0,0,1,0
41.0,0,51594.32,21,35006.12,447.0,1,247704.90777003483,0,0,1,0,0,0,0,1,0,0,0,2025,4,19,5,0,1,0,0
54.0,0,85476.32999999999,11,46290.44,782.0,1,134685.86,0,0,1,0,0,0,0,0,1,0,0,2025,4,20,6,0,1,0,0
66.0,1,97573.6,15,32287.1,454.0,0,187207.81,0,0,0,0,0,0,1,0,0,0,0,2025,4,21,0,1,0,0,0
72.0,1,70678.93,27,11813.07,446.0,1,164820.92,0,0,1,0,0,0,0,1,0,0,0,2025,4,22,1,0,0,0,0
62.0,1,45476.59,32,55698.49,836.0,0,336842.61,0,0,0,1,0,0,1,0,0,0,0,2025,4,23,2,0,0,1,0
72.0,1,38252.36,23,11426.6,774.0,1,190599.67,1,0,0,0,0,1,0,0,0,1,0,2025,4,24,3,0,1,0,0
37.0,1,68279.11,15,11953.65,424.0,0,263836.37,0,0,0,0,0,1,0,0,1,0,0,2025,4,25,4,0,0,1,0
64.0,1,67257.12,21,57057.71,740.0,1,162504.12,0,0,0,0,1,0,1,0,0,0,0,2025,4,26,5,1,0,0,0
46.22862068965517,0,80140.9,13,68599.64,528.0,0,329112.72,1,0,0,0,0,1,1,0,0,0,0,2025,4,27,6,1,0,0,0
74.0,0,80389.53,31,57825.31,737.0,0,393474.71,0,0,1,0,0,0,0,0,0,1,0,2025,4,28,0,0,0,0,0
58.0,1,73420.52,12,30412.07,596.0,1,390333.67,1,1,0,0,0,0,1,0,0,0,0,2025,4,29,1,0,0,0,0
20.0,0,55108.89,29,45484.84,485.0,1,247348.49,0,0,0,0,1,0,1,0,0,0,0,2025,4,30,2,1,0,0,0
46.0,0,113640.04,9,34071.5,527.0,1,140132.8,0,0,0,0,1,0,0,0,0,0,0,2025,1,5,6,0,1,0,0
26.0,0,116842.34,26,55415.88,308.0,0,358305.03,1,0,0,1,0,0,1,0,0,0,0,2025,2,5,2,0,0,0,0
23.0,0,116711.11,32,78207.05,749.0,1,249122.2,0,0,0,0,0,0,0,1,0,0,0,2025,3,5,2,0,0,0,1
67.0,1,104692.48,34,19052.11,308.0,0,243846.85,0,0,0,1,0,0,0,0,0,0,0,2025,4,5,5,0,0,1,0
70.0,1,94960.52,14,26552.07,540.0,0,134227.05,0,0,0,0,0,0,0,0,0,0,0,2025,5,5,0,0,0,0,1
35.0,1,177688.6,24,45251.63,335.0,1,257710.36,1,0,0,0,1,0,0,0,0,1,0,2025,6,5,3,0,0,1,0
46.22862068965517,0,104916.09,1,39540.98,588.0,1,337117.75,0,0,1,0,0,0,1,0,0,0,0,2025,7,5,5,0,1,0,0
62.0,0,68321.2,1,21352.64,387.0,1,583038.21,0,0,0,0,1,0,0,0,0,1,0,2025,8,5,1,0,0,0,1
28.0,0,40544.08,17,34798.72,666.0,1,294269.05,0,0,1,0,0,0,0,0,1,0,0,2025,9,5,4,0,0,1,0
20.0,1,110099.02,8,40755.68,432.0,1,247704.90777003483,1,0,1,0,0,0,0,0,1,0,0,2025,10,5,6,0,1,0,0
56.0,1,81792.08,32,39534.37,468.0,1,203605.39,0,0,0,0,0,0,0,1,0,0,0,2025,11,5,2,1,0,0,0
31.0,1,68142.28,15,34798.72,452.0,0,274443.09,0,0,0,0,0,0,0,0,0,1,0,2025,12,5,4,1,0,0,0
61.0,0,91156.09,9,50292.04,450.0,0,125590.97,0,0,0,1,0,0,0,1,0,0,0,2025,5,13,1,0,0,1,0
74.0,0,55388.79,26,14429.79,691.0,1,403378.86,1,0,0,0,0,1,0,0,1,0,0,2025,5,14,2,1,0,0,0
24.0,1,62271.23,33,24429.64,701.0,0,133719.84,0,0,0,0,1,0,0,0,1,0,0,2025,5,15,3,0,0,0,1
53.0,0,56351.93,25,31428.24,385.0,0,169411.29,1,0,0,1,0,0,1,0,0,0,0,2025,5,16,4,0,0,1,0
42.0,0,67380.59,10,33489.55,313.0,1,32910.51,0,0,0,0,1,0,0,0,0,1,0,2025,5,17,5,0,1,0,0
52.0,0,109881.8,15,9266.57,776.0,0,352860.12,0,0,1,0,0,0,0,0,1,0,0,2025,5,18,6,0,1,0,0
72.0,1,54845.64,5,20987.16,395.0,1,413957.3,0,0,0,1,0,0,0,0,1,0,0,2025,5,19,0,0,0,0,0
63.0,0,98383.29,29,36445.06,600.0,1,372165.8,0,0,0,0,1,0,1,0,0,0,0,2025,5,20,1,0,0,0,1
51.0,0,77497.13,7,45721.46,701.0,1,105745.77,0,0,0,0,0,1,1,0,0,0,0,2025,5,21,2,0,0,0,0
73.0,1,36167.22,16,22475.08,810.0,1,387602.96,1,0,0,0,0,0,0,1,0,0,0,2025,5,22,3,1,0,0,0
46.22862068965517,0,121854.34,0,23506.34,535.0,1,232588.55,1,0,0,0,0,1,1,0,0,0,0,2025,5,23,4,0,0,0,0
66.0,0,107457.88,6,65326.56,338.0,0,173022.46,0,0,0,0,1,0,0,0,0,0,0,2025,5,24,5,1,0,0,0
26.0,1,60470.52,20,3570.72,596.0,0,467335.12,0,0,0,0,0,1,0,0,0,1,0,2025,5,25,6,0,0,1,0
70.0,1,91782.49,33,17425.71,309.0,1,414475.42,1,0,0,1,0,0,0,0,1,0,0,2025,5,26,0,0,0,0,1
33.0,1,53988.15,19,45638.0,442.0,0,615195.33,0,0,0,0,0,1,1,0,0,0,0,2025,5,27,1,0,1,0,0
53.0,0,108729.19,22,16526.86,751.0,0,375056.87,0,0,0,1,0,0,0,0,1,0,0,2025,5,28,2,1,0,0,0
72.0,0,91281.22,22,41150.86,480.0,1,85834.11,0,0,0,0,0,1,0,0,1,0,0,2025,5,29,3,0,1,0,0
73.0,0,96979.57,10,35236.42,323.0,1,505430.44,0,0,0,0,0,1,0,0,1,0,0,2025,5,30,4,0,0,0,0
22.0,1,56576.37,26,43664.82,484.0,1,242564.66,0,0,0,1,0,0,0,0,0,1,0,2025,5,31,5,0,0,1,0
51.0,0,82387.24,5,34798.72,519.0,1,264576.19,0,0,1,0,0,0,1,0,0,0,0,2025,1,6,0,1,0,0,0
68.0,1,72299.09,30,26234.72,815.0,0,448476.59,0,0,0,0,0,1,1,0,0,0,0,2025,2,6,3,0,0,0,0
50.0,1,77597.52,0,44679.17,314.0,1,301549.47,1,0,0,0,1,0,1,0,0,0,0,2025,3,6,3,0,1,0,0
21.0,1,86109.85,19,32731.45,497.0,0,394508.49,0,0,1,0,0,0,1,0,0,0,0,2025,4,6,6,0,0,0,0
49.0,1,21284.74,28,47870.35,684.0,1,282375.2,0,0,0,0,1,0,1,0,0,0,0,2025,5,6,1,1,0,0,0
51.0,0,91481.86,34,29478.11,674.0,1,301140.92,0,0,0,0,1,0,0,0,1,0,0,2025,6,6,4,1,0,0,0
46.22862068965517,0,76615.87,2,44752.44,815.0,1,214838.14,0,0,0,0,0,1,0,0,0,0,0,2025,7,6,6,1,0,0,0
18.0,0,61017.75,2,37911.35,735.0,1,61083.39,0,0,0,0,0,1,0,0,0,1,0,2025,8,6,2,0,0,0,0
30.0,0,134800.2,25,28276.79,773.0,0,138677.39,0,0,1,0,0,0,0,1,0,0,0,2025,9,6,5,1,0,0,0
69.0,1,133711.25,30,62918.89,458.0,0,270444.79,0,0,0,0,0,0,0,0,1,0,0,2025,10,6,0,0,0,0,0
44.0,0,40384.22,22,34202.62,796.0,1,96678.88,0,0,0,0,0,1,0,1,0,0,0,2025,11,6,3,0,1,0,0
48.0,1,58205.67,31,20619.01,349.0,0,300466.63,0,0,0,0,0,0,0,1,0,0,0,2025,12,6,5,0,0,0,1
27.0,0,108645.28,10,34798.72,711.0,0,294224.95,0,0,1,0,0,0,0,0,0,0,0,2025,6,13,4,0,0,0,1
48.0,0,64664.96,5,35634.0,768.0,1,378488.63,0,0,0,1,0,0,0,1,0,0,0,2025,6,14,5,0,0,0,1
34.0,1,80312.74,9,35694.57,417.0,1,255362.75,1,0,0,1,0,0,0,1,0,0,0,2025,6,15,6,0,0,1,0
40.0,0,74871.39,5,38955.95,414.0,1,334252.43,0,0,0,0,0,1,0,0,0,0,0,2025,6,16,0,0,0,0,1
45.0,0,93461.92,31,26181.41,612.0,0,16956.07,0,0,0,0,0,1,0,1,0,0,0,2025,6,17,1,0,0,1,0
46.22862068965517,0,70830.93,11,27943.61,322.0,1,190345.72,1,0,1,0,0,0,0,0,0,0,0,2025,6,18,2,1,0,0,0
18.0,0,85476.32999999999,21,10523.9,567.0,1,247704.90777003483,0,0,0,0,0,1,0,0,0,0,0,2025,6,19,3,0,1,0,0
56.0,1,78541.74,15,21623.51,489.0,1,223183.86,0,0,0,0,0,0,0,0,1,0,0,2025,6,20,4,0,0,1,0
73.0,1,69508.61,0,34798.72,422.0,1,272519.66,1,0,0,0,0,1,0,0,0,0,0,2025,6,21,5,1,0,0,0
52.0,1,91137.61,8,31648.19,580.0,1,131270.02,0,0,0,0,0,1,0,0,0,1,0,2025,6,22,6,0,0,1,0
25.0,1,70815.3,27,38604.22,658.0,1,212162.37,0,0,0,0,1,0,0,0,0,1,0,2025,6,23,0,1,0,0,0
44.0,0,46646.98,11,37658.39,427.0,1,153745.02,1,0,0,0,0,1,1,0,0,0,0,2025,6,24,1,0,0,0,0
61.0,1,82220.47,9,38312.78,466.0,1,356086.1,0,0,1,0,0,0,0,0,1,0,0,2025,6,25,2,0,0,1,0
28.0,1,55408.32,6,28227.19,842.0,1,152244.34,0,0,1,0,0,0,0,0,1,0,0,2025,6,26,3,0,0,1,0
67.0,1,101059.85,13,34798.72,675.0,0,93503.44,0,0,0,0,0,1,1,0,0,0,0,2025,6,27,4,0,0,0,0
51.0,1,79851.58,3,47733.94,402.0,0,157334.49,0,0,0,1,0,0,0,0,1,0,0,2025,6,28,5,0,0,0,1
30.0,0,73636.74,32,40049.69,487.0,1,218513.61,0,0,0,0,0,1,1,0,0,0,0,2025,6,29,6,0,0,0,1
71.0,1,122882.37,25,51044.95,301.0,1,371805.22,0,0,0,0,0,1,0,1,0,0,0,2025,6,30,0,0,0,0,1
25.0,0,85476.32999999999,15,13930.47,842.0,1,321362.03,0,0,0,0,1,0,0,0,1,0,0,2025,1,7,1,0,0,1,0
35.0,0,86449.41,33,56987.76,730.0,1,243916.88,0,0,0,0,0,0,0,0,1,0,0,2025,2,7,4,0,0,0,1
54.0,1,125028.67,6,43094.79,501.0,0,312472.2,0,0,0,0,0,0,0,0,0,1,0,2025,3,7,4,1,0,0,0
44.0,0,107743.96,13,23813.29,724.0,1,211091.34,0,0,0,0,1,0,0,1,0,0,0,2025,4,7,0,0,0,0,0
41.0,0,99423.74,21,25303.77,449.0,1,171603.02,1,0,0,0,0,0,0,0,1,0,0,2025,5,7,2,0,0,0,0
21.0,0,107152.33,3,39811.04,366.0,1,247704.90777003483,0,0,0,0,0,1,0,0,1,0,0,2025,6,7,5,1,0,0,0
28.0,1,82153.13,14,41773.65,586.0,1,388205.88,0,0,0,0,1,0,0,1,0,0,0,2025,7,7,0,0,0,1,0
22.0,0,78346.57,7,18515.79,612.0,0,328557.49,1,0,0,0,0,1,0,0,0,1,0,2025,8,7,3,0,1,0,0
20.0,1,42305.67,20,33912.63,761.0,1,265385.51,0,0,0,0,0,1,0,1,0,0,0,2025,9,7,6,0,1,0,0
29.0,1,60012.05,3,45018.57,537.0,1,387265.98,0,0,0,0,1,0,1,0,0,0,0,2025,10,7,1,0,1,0,0
61.0,0,65699.99,15,16766.07,585.0,0,328147.17,0,0,0,1,0,0,0,0,0,0,1,2025,11,7,4,0,0,0,0
53.0,0,115508.48,18,57162.5,320.0,1,265471.11,1,0,0,0,1,0,0,0,0,0,0,2025,12,7,6,0,0,0,0
21.0,0,60842.43,28,48936.2,357.0,0,187185.45,0,0,0,0,0,0,0,0,0,1,0,2025,7,13,6,0,1,0,0
33.0,0,91884.0,3,24849.69,524.0,0,107415.15,0,0,0,0,1,0,0,0,0,0,0,2025,7,14,0,0,0,0,1
70.0,0,96019.48,17,34710.27,617.0,0,392478.14,0,0,0,0,0,1,1,0,0,0,0,2025,7,15,1,0,0,0,0
72.0,0,95565.98,2,31707.49,817.0,1,439467.96,0,0,0,0,0,1,0,0,0,0,0,2025,7,16,2,0,0,1,0
62.0,0,115148.5,2,38770.81,523.0,0,228988.85,0,0,0,1,0,0,0,1,0,0,0,2025,7,17,3,0,0,0,1
41.0,1,46774.42,34,57986.4,740.0,1,365408.65,1,0,1,0,0,0,1,0,0,0,0,2025,7,18,4,0,0,0,0
60.0,1,130070.3,25,20861.86,610.0,0,426762.05,1,0,0,0,0,1,0,1,0,0,0,2025,7,19,5,0,0,0,1
53.0,1,52778.8,11,24750.03,735.0,1,301981.09,0,0,0,0,0,1,0,0,0,0,0,2025,7,20,6,0,0,0,1
45.0,0,77881.84,20,23004.94,527.0,1,180409.97,0,0,1,0,0,0,0,0,0,1,0,2025,7,21,0,0,1,0,0
50.0,1,100702.13,6,54369.57,594.0,1,400646.9,0,0,0,0,1,0,0,0,1,0,0,2025,7,22,1,0,0,0,1
44.0,1,75779.44,2,50525.11,509.0,1,224747.36,0,0,0,0,0,1,0,0,0,0,0,2025,7,23,2,0,0,0,1
46.0,0,51412.07,0,35055.67,377.0,1,419267.34,0,0,0,1,0,0,0,0,1,0,0,2025,7,24,3,0,1,0,0
28.0,0,16544.01,30,51692.79,508.0,1,353064.37,1,0,0,0,0,0,0,1,0,0,0,2025,7,25,4,0,1,0,0
40.0,0,78676.17,3,60744.81,760.0,0,338727.17,0,0,0,1,0,0,0,0,0,0,0,2025,7,26,5,0,0,1,0
51.0,1,129108.52,12,58379.42,669.0,0,247704.90777003483,0,0,0,0,1,0,1,0,0,0,0,2025,7,27,6,0,0,1,0
43.0,0,122914.07,29,39748.16,828.0,1,162381.3,0,0,1,0,0,0,0,0,0,0,0,2025,7,28,0,0,0,1,0
29.0,1,19853.14,34,45710.77,340.0,0,250071.25,0,0,1,0,0,0,0,1,0,0,0,2025,7,29,1,0,0,0,1
74.0,0,94157.08,18,49741.29,649.0,1,171559.82,1,0,0,0,0,1,0,1,0,0,0,2025,7,30,2,0,1,0,0
35.0,0,95661.32,27,45977.42,847.0,0,12705.49,0,0,0,0,0,1,0,1,0,0,0,2025,7,31,3,0,0,1,0
23.0,0,50799.72,8,46117.03,588.0,1,39538.83,0,0,0,0,0,0,0,0,0,1,0,2025,1,8,2,0,0,1,0
46.22862068965517,0,52125.87,29,18836.1,666.0,1,162588.98,0,0,0,1,0,0,1,0,0,0,0,2025,2,8,5,0,0,0,1
73.0,0,65138.74,28,37925.24,690.0,1,221874.07,1,1,0,0,0,0,0,0,0,0,0,2025,3,8,5,1,0,0,0
54.0,1,57547.44,28,36383.21,736.0,0,537234.2,0,0,1,0,0,0,0,0,0,0,1,2025,4,8,1,0,0,0,0
32.0,0,68852.0,20,60392.92,710.0,1,240745.01,0,0,1,0,0,0,0,1,0,0,0,2025,5,8,3,0,0,0,0
70.0,1,57938.02,0,27040.19,811.0,0,310971.46,0,0,0,0,0,1,1,0,0,0,0,2025,6,8,6,0,0,1,0
63.0,0,85476.32999999999,26,42548.99,740.0,0,224595.38,0,0,0,0,0,1,1,0,0,0,0,2025,7,8,1,0,0,0,0
46.22862068965517,0,63641.81,33,1602.38,479.0,1,40425.73,0,1,0,0,0,0,1,0,0,0,0,2025,8,8,4,1,0,0,0
31.0,0,66474.05,28,29955.72,515.0,0,337749.93,1,0,1,0,0,0,1,0,0,0,0,2025,9,8,0,0,1,0,0
43.0,0,25814.94,10,36901.56,377.0,0,217071.06,0,0,0,0,0,1,0,0,0,1,0,2025,10,8,2,0,0,0,0
40.0,1,79882.75,9,32145.54,448.0,1,337794.35,0,0,1,0,0,0,0,0,1,0,0,2025,11,8,5,0,0,0,1
71.0,0,63769.8,0,41745.58,419.0,1,396784.11,1,0,0,0,1,0,1,0,0,0,0,2025,12,8,0,1,0,0,0
58.0,1,36529.58,15,41294.78,803.0,1,373470.82,0,0,0,0,0,1,0,0,0,0,0,2025,8,13,2,0,0,0,1
29.0,1,57691.47,28,13613.35,626.0,1,239261.31,0,0,0,0,1,0,0,1,0,0,0,2025,8,14,3,0,0,0,0
70.0,0,79413.84,29,36450.58,560.0,0,271852.6,0,0,0,1,0,0,0,0,0,1,0,2025,8,15,4,0,0,0,1
36.0,0,85476.32999999999,8,38344.2,353.0,1,186068.99,1,0,0,0,0,1,0,0,1,0,0,2025,8,16,5,0,0,1,0
42.0,0,131963.43,24,39455.86,355.0,1,143806.67,0,0,1,0,0,0,0,0,1,0,0,2025,8,17,6,0,0,1,0
36.0,0,164774.61,0,25691.96,525.0,0,219356.41,1,0,0,1,0,0,0,1,0,0,0,2025,8,18,0,0,0,1,0
52.0,1,78101.51,19,50625.04,651.0,1,165259.54,1,0,0,0,0,1,0,1,0,0,0,2025,8,19,1,0,0,0,0
25.0,0,85476.32999999999,24,40335.3,391.0,1,123140.33,0,0,0,0,1,0,0,1,0,0,0,2025,8,20,2,0,0,0,0
37.0,0,85717.61,9,42218.16,647.0,0,-24509.05,0,0,1,0,0,0,1,0,0,0,0,2025,8,21,3,0,0,1,0
73.0,0,60071.73,17,18057.12,751.0,1,185487.72,0,0,0,0,1,0,0,0,0,1,0,2025,8,22,4,0,1,0,0
29.0,1,84704.48,34,29442.5,356.0,1,134178.53,0,0,0,0,0,1,0,0,0,0,0,2025,8,23,5,0,0,0,0
37.0,0,108379.78,17,40364.87,679.0,1,311766.04,1,0,0,0,0,1,0,0,0,1,0,2025,8,24,6,0,0,0,1
71.0,1,88820.05,2,28586.01,618.0,0,304942.39,0,0,0,1,0,0,1,0,0,0,0,2025,8,25,0,1,0,0,0
44.0,0,91985.18,18,42453.28,404.0,1,346617.66,1,0,0,0,0,1,0,0,0,0,0,2025,8,26,1,0,1,0,0
71.0,0,82427.57,4,24302.92,431.0,0,194062.31,0,0,0,0,1,0,0,1,0,0,0,2025,8,27,2,0,1,0,0
52.0,0,57058.82,34,15724.12,571.0,1,-26232.93,0,0,0,0,1,0,1,0,0,0,0,2025,8,28,3,0,0,0,0
73.0,0,52103.32,32,34798.72,475.0,1,64708.08,1,1,0,0,0,0,0,0,1,0,0,2025,8,29,4,0,0,1,0
46.22862068965517,0,47985.42,30,34798.72,396.0,1,426005.57,0,0,1,0,0,0,0,0,1,0,0,2025,8,30,5,0,0,0,1
73.0,1,103775.39,10,19813.2,530.0,1,35868.47,0,0,1,0,0,0,1,0,0,0,0,2025,8,31,6,0,1,0,0
55.0,0,73991.7,29,43739.81,365.0,1,-40679.09,0,0,0,0,1,0,0,1,0,0,0,2025,1,9,3,0,1,0,0
69.0,1,85476.32999999999,15,54699.18,805.0,1,259425.55,0,0,0,0,1,0,0,0,0,1,0,2025,2,9,6,1,0,0,0
61.0,0,69282.94,28,23947.78,574.3770154373927,1,77646.0,1,0,0,0,1,0,0,0,0,0,0,2025,3,9,6,1,0,0,0
49.0,0,75151.9,16,34798.72,816.0,0,143434.73,0,0,1,0,0,0,0,0,1,0,0,2025,4,9,2,1,0,0,0
46.22862068965517,0,94274.81,23,24460.42,791.0,1,178076.7,0,0,0,0,0,0,0,1,0,0,0,2025,5,9,4,0,0,1,0
35.0,1,82762.82,21,18485.43,809.0,1,247704.90777003483,0,0,0,0,0,0,0,1,0,0,0,2025,6,9,0,1,0,0,0
41.0,1,51797.65,20,24813.11,492.0,1,70408.56,0,0,0,0,0,1,0,1,0,0,0,2025,7,9,2,0,0,1,0
40.0,0,54650.03,15,40457.97,474.0,1,-7280.05,0,0,0,0,0,0,0,1,0,0,0,2025,8,9,5,0,0,0,1
60.0,0,92022.94,3,72143.58,417.0,1,57182.89,0,0,0,1,0,0,0,0,1,0,0,2025,9,9,1,0,0,0,0
34.0,1,21651.98,24,32375.37,380.0,1,23483.06,1,0,0,0,1,0,0,0,1,0,0,2025,10,9,3,0,0,1,0
66.0,0,108177.15,9,52516.99,381.0,1,215974.92,0,0,0,0,0,1,0,0,0,0,0,2025,11,9,6,0,0,0,0
36.0,0,93649.91,30,24170.39,430.0,1,349396.22,1,0,1,0,0,0,0,0,0,1,0,2025,12,9,1,0,0,0,0
49.0,1,85936.3,17,34798.72,650.0,1,225527.29,0,0,0,0,0,1,0,0,1,0,0,2025,9,13,5,0,1,0,0
61.0,0,110233.15,1,47685.08,500.0,1,210562.07,0,0,0,0,1,0,0,1,0,0,0,2025,9,14,6,0,1,0,0
